"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Cambodia","Electricity - Consumption by households","2010","Kilowatt-hours, million","1032",""
"Cambodia","Electricity - Consumption by households","2009","Kilowatt-hours, million","910",""
"Cambodia","Electricity - Consumption by households","2008","Kilowatt-hours, million","787",""
"Cambodia","Electricity - Consumption by households","2007","Kilowatt-hours, million","651",""
"Cambodia","Electricity - Consumption by households","2006","Kilowatt-hours, million","528",""
"Cambodia","Electricity - Consumption by households","2005","Kilowatt-hours, million","435",""
"Cambodia","Electricity - Consumption by households","2004","Kilowatt-hours, million","327",""
"Cambodia","Electricity - Consumption by households","2003","Kilowatt-hours, million","269",""
"Cambodia","Electricity - Consumption by households","2002","Kilowatt-hours, million","263",""
"Cambodia","Electricity - Consumption by households","2001","Kilowatt-hours, million","239",""
"Cambodia","Electricity - Consumption by households","2000","Kilowatt-hours, million","213",""
"Cameroon","Electricity - Consumption by households","2014","Kilowatt-hours, million","1135",""
"Cameroon","Electricity - Consumption by households","2013","Kilowatt-hours, million","1162",""
"Cameroon","Electricity - Consumption by households","2012","Kilowatt-hours, million","1101",""
"Cameroon","Electricity - Consumption by households","2011","Kilowatt-hours, million","1052",""
"Cameroon","Electricity - Consumption by households","2010","Kilowatt-hours, million","986",""
"Cameroon","Electricity - Consumption by households","2009","Kilowatt-hours, million","903",""
"Cameroon","Electricity - Consumption by households","2008","Kilowatt-hours, million","896",""
"Cameroon","Electricity - Consumption by households","2007","Kilowatt-hours, million","828",""
"Cameroon","Electricity - Consumption by households","2006","Kilowatt-hours, million","803",""
"Cameroon","Electricity - Consumption by households","2005","Kilowatt-hours, million","518",""
"Cameroon","Electricity - Consumption by households","2004","Kilowatt-hours, million","548",""
"Cameroon","Electricity - Consumption by households","2003","Kilowatt-hours, million","496",""
"Cameroon","Electricity - Consumption by households","2002","Kilowatt-hours, million","457",""
"Cameroon","Electricity - Consumption by households","2001","Kilowatt-hours, million","387",""
"Cameroon","Electricity - Consumption by households","2000","Kilowatt-hours, million","392",""
"Canada","Electricity - Consumption by households","2014","Kilowatt-hours, million","161568",""
"Canada","Electricity - Consumption by households","2013","Kilowatt-hours, million","157333",""
"Canada","Electricity - Consumption by households","2012","Kilowatt-hours, million","151240",""
"Canada","Electricity - Consumption by households","2011","Kilowatt-hours, million","153031",""
"Canada","Electricity - Consumption by households","2010","Kilowatt-hours, million","146801",""
"Canada","Electricity - Consumption by households","2009","Kilowatt-hours, million","148298",""
"Canada","Electricity - Consumption by households","2008","Kilowatt-hours, million","160047",""
"Canada","Electricity - Consumption by households","2007","Kilowatt-hours, million","157843",""
"Canada","Electricity - Consumption by households","2006","Kilowatt-hours, million","147320",""
"Canada","Electricity - Consumption by households","2005","Kilowatt-hours, million","150987",""
"Canada","Electricity - Consumption by households","2004","Kilowatt-hours, million","150978",""
"Canada","Electricity - Consumption by households","2003","Kilowatt-hours, million","147990",""
"Canada","Electricity - Consumption by households","2002","Kilowatt-hours, million","142641",""
"Canada","Electricity - Consumption by households","2001","Kilowatt-hours, million","140241",""
"Canada","Electricity - Consumption by households","2000","Kilowatt-hours, million","138234",""
"Cayman Islands","Electricity - Consumption by households","2014","Kilowatt-hours, million","275.94",""
"Cayman Islands","Electricity - Consumption by households","2013","Kilowatt-hours, million","270.19",""
"Cayman Islands","Electricity - Consumption by households","2012","Kilowatt-hours, million","263.5",""
"Cayman Islands","Electricity - Consumption by households","2011","Kilowatt-hours, million","268",""
"Cayman Islands","Electricity - Consumption by households","2010","Kilowatt-hours, million","271",""
"Cayman Islands","Electricity - Consumption by households","2009","Kilowatt-hours, million","271",""
"Cayman Islands","Electricity - Consumption by households","2008","Kilowatt-hours, million","260",""
"Cayman Islands","Electricity - Consumption by households","2007","Kilowatt-hours, million","258",""
"Cayman Islands","Electricity - Consumption by households","2006","Kilowatt-hours, million","237",""
"Cayman Islands","Electricity - Consumption by households","2005","Kilowatt-hours, million","209",""
"Cayman Islands","Electricity - Consumption by households","2004","Kilowatt-hours, million","191",""
"Cayman Islands","Electricity - Consumption by households","2003","Kilowatt-hours, million","211",""
"Cayman Islands","Electricity - Consumption by households","2002","Kilowatt-hours, million","200",""
"Cayman Islands","Electricity - Consumption by households","2001","Kilowatt-hours, million","190",""
"Cayman Islands","Electricity - Consumption by households","2000","Kilowatt-hours, million","180",""
"Central African Rep.","Electricity - Consumption by households","2014","Kilowatt-hours, million","64","1"
"Central African Rep.","Electricity - Consumption by households","2013","Kilowatt-hours, million","63","1"
"Central African Rep.","Electricity - Consumption by households","2012","Kilowatt-hours, million","62","1"
"Central African Rep.","Electricity - Consumption by households","2011","Kilowatt-hours, million","61","1"
"Central African Rep.","Electricity - Consumption by households","2010","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2009","Kilowatt-hours, million","58","1"
"Central African Rep.","Electricity - Consumption by households","2008","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2007","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2006","Kilowatt-hours, million","61","1"
"Central African Rep.","Electricity - Consumption by households","2005","Kilowatt-hours, million","58","1"
"Central African Rep.","Electricity - Consumption by households","2004","Kilowatt-hours, million","54","1"
"Central African Rep.","Electricity - Consumption by households","2003","Kilowatt-hours, million","42","1"
"Central African Rep.","Electricity - Consumption by households","2002","Kilowatt-hours, million","44","1"
"Central African Rep.","Electricity - Consumption by households","2001","Kilowatt-hours, million","44","1"
"Central African Rep.","Electricity - Consumption by households","2000","Kilowatt-hours, million","42","1"
"Chad","Electricity - Consumption by households","2014","Kilowatt-hours, million","101","1"
"Chad","Electricity - Consumption by households","2013","Kilowatt-hours, million","101","1"
"Chad","Electricity - Consumption by households","2012","Kilowatt-hours, million","91.9","1"
"Chad","Electricity - Consumption by households","2011","Kilowatt-hours, million","98.8","1"
"Chad","Electricity - Consumption by households","2010","Kilowatt-hours, million","89.9","1"
"Chad","Electricity - Consumption by households","2009","Kilowatt-hours, million","82.5","1"
"Chad","Electricity - Consumption by households","2008","Kilowatt-hours, million","67.7","1"
"Chad","Electricity - Consumption by households","2007","Kilowatt-hours, million","58.3","1"
"Chad","Electricity - Consumption by households","2006","Kilowatt-hours, million","58.8","1"
"Chad","Electricity - Consumption by households","2005","Kilowatt-hours, million","58.3","1"
"Chad","Electricity - Consumption by households","2004","Kilowatt-hours, million","55","1"
"Chad","Electricity - Consumption by households","2003","Kilowatt-hours, million","51","1"
"Chad","Electricity - Consumption by households","2002","Kilowatt-hours, million","47","1"
"Chad","Electricity - Consumption by households","2001","Kilowatt-hours, million","43","1"
"Chad","Electricity - Consumption by households","2000","Kilowatt-hours, million","42","1"
"Chile","Electricity - Consumption by households","2014","Kilowatt-hours, million","11372",""
"Chile","Electricity - Consumption by households","2013","Kilowatt-hours, million","10868",""
"Chile","Electricity - Consumption by households","2012","Kilowatt-hours, million","10152",""
"Chile","Electricity - Consumption by households","2011","Kilowatt-hours, million","9549",""
"Chile","Electricity - Consumption by households","2010","Kilowatt-hours, million","9358",""
"Chile","Electricity - Consumption by households","2009","Kilowatt-hours, million","8901",""
"Chile","Electricity - Consumption by households","2008","Kilowatt-hours, million","8749",""
"Chile","Electricity - Consumption by households","2007","Kilowatt-hours, million","8902",""
"Chile","Electricity - Consumption by households","2006","Kilowatt-hours, million","8546",""
"Chile","Electricity - Consumption by households","2005","Kilowatt-hours, million","8284",""
"Chile","Electricity - Consumption by households","2004","Kilowatt-hours, million","7834",""
"Chile","Electricity - Consumption by households","2003","Kilowatt-hours, million","7340",""
"Chile","Electricity - Consumption by households","2002","Kilowatt-hours, million","7162",""
"Chile","Electricity - Consumption by households","2001","Kilowatt-hours, million","6907",""
"Chile","Electricity - Consumption by households","2000","Kilowatt-hours, million","6181",""
"China","Electricity - Consumption by households","2014","Kilowatt-hours, million","717610",""
"China","Electricity - Consumption by households","2013","Kilowatt-hours, million","698916",""
"China","Electricity - Consumption by households","2012","Kilowatt-hours, million","621896",""
"China","Electricity - Consumption by households","2011","Kilowatt-hours, million","562006",""
"China","Electricity - Consumption by households","2010","Kilowatt-hours, million","512463",""
"China","Electricity - Consumption by households","2009","Kilowatt-hours, million","487216",""
"China","Electricity - Consumption by households","2008","Kilowatt-hours, million","439610",""
"China","Electricity - Consumption by households","2007","Kilowatt-hours, million","406271",""
"China","Electricity - Consumption by households","2006","Kilowatt-hours, million","335158",""
"China","Electricity - Consumption by households","2005","Kilowatt-hours, million","288481",""
"China","Electricity - Consumption by households","2004","Kilowatt-hours, million","238449",""
"China","Electricity - Consumption by households","2003","Kilowatt-hours, million","205804",""
"China","Electricity - Consumption by households","2002","Kilowatt-hours, million","177142",""
"China","Electricity - Consumption by households","2001","Kilowatt-hours, million","183923",""
"China","Electricity - Consumption by households","2000","Kilowatt-hours, million","167195",""
"China, Hong Kong SAR","Electricity - Consumption by households","2014","Kilowatt-hours, million","12060",""
"China, Hong Kong SAR","Electricity - Consumption by households","2013","Kilowatt-hours, million","11095",""
"China, Hong Kong SAR","Electricity - Consumption by households","2012","Kilowatt-hours, million","11441",""
"China, Hong Kong SAR","Electricity - Consumption by households","2011","Kilowatt-hours, million","11076",""
"China, Hong Kong SAR","Electricity - Consumption by households","2010","Kilowatt-hours, million","10929",""
"China, Hong Kong SAR","Electricity - Consumption by households","2009","Kilowatt-hours, million","10826",""
"China, Hong Kong SAR","Electricity - Consumption by households","2008","Kilowatt-hours, million","10306",""
"China, Hong Kong SAR","Electricity - Consumption by households","2007","Kilowatt-hours, million","10117",""
"China, Hong Kong SAR","Electricity - Consumption by households","2006","Kilowatt-hours, million","9841",""
"China, Hong Kong SAR","Electricity - Consumption by households","2005","Kilowatt-hours, million","9948",""
"China, Hong Kong SAR","Electricity - Consumption by households","2004","Kilowatt-hours, million","9482",""
"China, Hong Kong SAR","Electricity - Consumption by households","2003","Kilowatt-hours, million","9546",""
"China, Hong Kong SAR","Electricity - Consumption by households","2002","Kilowatt-hours, million","9276",""
"China, Hong Kong SAR","Electricity - Consumption by households","2001","Kilowatt-hours, million","9111",""
"China, Hong Kong SAR","Electricity - Consumption by households","2000","Kilowatt-hours, million","8954",""
"China, Macao SAR","Electricity - Consumption by households","2014","Kilowatt-hours, million","913",""
"China, Macao SAR","Electricity - Consumption by households","2013","Kilowatt-hours, million","797",""
"China, Macao SAR","Electricity - Consumption by households","2012","Kilowatt-hours, million","792",""
"China, Macao SAR","Electricity - Consumption by households","2011","Kilowatt-hours, million","766",""
"China, Macao SAR","Electricity - Consumption by households","2010","Kilowatt-hours, million","697",""
"China, Macao SAR","Electricity - Consumption by households","2009","Kilowatt-hours, million","682",""
"China, Macao SAR","Electricity - Consumption by households","2008","Kilowatt-hours, million","637",""
"China, Macao SAR","Electricity - Consumption by households","2007","Kilowatt-hours, million","617",""
"China, Macao SAR","Electricity - Consumption by households","2006","Kilowatt-hours, million","565",""
"China, Macao SAR","Electricity - Consumption by households","2005","Kilowatt-hours, million","549",""
"China, Macao SAR","Electricity - Consumption by households","2004","Kilowatt-hours, million","485",""
"China, Macao SAR","Electricity - Consumption by households","2003","Kilowatt-hours, million","453",""
"China, Macao SAR","Electricity - Consumption by households","2002","Kilowatt-hours, million","443",""
"China, Macao SAR","Electricity - Consumption by households","2001","Kilowatt-hours, million","421",""
"China, Macao SAR","Electricity - Consumption by households","2000","Kilowatt-hours, million","523",""
"Colombia","Electricity - Consumption by households","2014","Kilowatt-hours, million","21766",""
"Colombia","Electricity - Consumption by households","2013","Kilowatt-hours, million","25250",""
"Colombia","Electricity - Consumption by households","2012","Kilowatt-hours, million","22232",""
"Colombia","Electricity - Consumption by households","2011","Kilowatt-hours, million","21367",""
"Colombia","Electricity - Consumption by households","2010","Kilowatt-hours, million","20888",""
"Colombia","Electricity - Consumption by households","2009","Kilowatt-hours, million","20232",""
"Colombia","Electricity - Consumption by households","2008","Kilowatt-hours, million","19397",""
"Colombia","Electricity - Consumption by households","2007","Kilowatt-hours, million","17618",""
"Colombia","Electricity - Consumption by households","2006","Kilowatt-hours, million","16904",""
"Colombia","Electricity - Consumption by households","2005","Kilowatt-hours, million","16254.29",""
"Colombia","Electricity - Consumption by households","2004","Kilowatt-hours, million","15792",""
"Colombia","Electricity - Consumption by households","2003","Kilowatt-hours, million","15162",""
"Colombia","Electricity - Consumption by households","2002","Kilowatt-hours, million","14402",""
"Colombia","Electricity - Consumption by households","2001","Kilowatt-hours, million","14470",""
"Colombia","Electricity - Consumption by households","2000","Kilowatt-hours, million","11130",""
"Comoros","Electricity - Consumption by households","2014","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2013","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2012","Kilowatt-hours, million","19","1"
"Comoros","Electricity - Consumption by households","2011","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2010","Kilowatt-hours, million","17","1"
"Comoros","Electricity - Consumption by households","2009","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2008","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2007","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2006","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2005","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2004","Kilowatt-hours, million","14","1"
"Comoros","Electricity - Consumption by households","2003","Kilowatt-hours, million","13","1"
"Comoros","Electricity - Consumption by households","2002","Kilowatt-hours, million","12","1"
"Comoros","Electricity - Consumption by households","2001","Kilowatt-hours, million","11","1"
"Comoros","Electricity - Consumption by households","2000","Kilowatt-hours, million","10","1"
"Congo","Electricity - Consumption by households","2014","Kilowatt-hours, million","425",""
"Congo","Electricity - Consumption by households","2013","Kilowatt-hours, million","427",""
"Congo","Electricity - Consumption by households","2012","Kilowatt-hours, million","422",""
"Congo","Electricity - Consumption by households","2011","Kilowatt-hours, million","323",""
"Congo","Electricity - Consumption by households","2010","Kilowatt-hours, million","254",""
"Congo","Electricity - Consumption by households","2009","Kilowatt-hours, million","244",""
"Congo","Electricity - Consumption by households","2008","Kilowatt-hours, million","220",""
"Congo","Electricity - Consumption by households","2007","Kilowatt-hours, million","213",""
"Congo","Electricity - Consumption by households","2006","Kilowatt-hours, million","192",""
"Congo","Electricity - Consumption by households","2005","Kilowatt-hours, million","179",""
"Congo","Electricity - Consumption by households","2004","Kilowatt-hours, million","155",""
"Congo","Electricity - Consumption by households","2003","Kilowatt-hours, million","145",""
"Congo","Electricity - Consumption by households","2002","Kilowatt-hours, million","142",""
"Congo","Electricity - Consumption by households","2001","Kilowatt-hours, million","132",""
"Congo","Electricity - Consumption by households","2000","Kilowatt-hours, million","117",""
"Costa Rica","Electricity - Consumption by households","2014","Kilowatt-hours, million","3516",""
"Costa Rica","Electricity - Consumption by households","2013","Kilowatt-hours, million","3466",""
"Costa Rica","Electricity - Consumption by households","2012","Kilowatt-hours, million","3473.63333333333",""
"Costa Rica","Electricity - Consumption by households","2011","Kilowatt-hours, million","3385.52777777778",""
"Costa Rica","Electricity - Consumption by households","2010","Kilowatt-hours, million","3356.35",""
"Costa Rica","Electricity - Consumption by households","2009","Kilowatt-hours, million","3313.461111",""
"Costa Rica","Electricity - Consumption by households","2008","Kilowatt-hours, million","3345.575",""
"Costa Rica","Electricity - Consumption by households","2007","Kilowatt-hours, million","3284.391667",""
"Costa Rica","Electricity - Consumption by households","2006","Kilowatt-hours, million","3184.8",""
"Costa Rica","Electricity - Consumption by households","2005","Kilowatt-hours, million","3059",""
"Costa Rica","Electricity - Consumption by households","2004","Kilowatt-hours, million","2928",""
"Costa Rica","Electricity - Consumption by households","2003","Kilowatt-hours, million","2861",""
"Costa Rica","Electricity - Consumption by households","2002","Kilowatt-hours, million","2749",""
"Costa Rica","Electricity - Consumption by households","2001","Kilowatt-hours, million","2610",""
"Costa Rica","Electricity - Consumption by households","2000","Kilowatt-hours, million","2514",""
"Côte d'Ivoire","Electricity - Consumption by households","2014","Kilowatt-hours, million","2003",""
"Côte d'Ivoire","Electricity - Consumption by households","2013","Kilowatt-hours, million","1609",""
"Côte d'Ivoire","Electricity - Consumption by households","2012","Kilowatt-hours, million","1710",""
"Côte d'Ivoire","Electricity - Consumption by households","2011","Kilowatt-hours, million","1494",""
"Côte d'Ivoire","Electricity - Consumption by households","2010","Kilowatt-hours, million","1657",""
"Côte d'Ivoire","Electricity - Consumption by households","2009","Kilowatt-hours, million","1347",""
"Côte d'Ivoire","Electricity - Consumption by households","2008","Kilowatt-hours, million","1127",""
"Côte d'Ivoire","Electricity - Consumption by households","2007","Kilowatt-hours, million","1081",""
"Côte d'Ivoire","Electricity - Consumption by households","2006","Kilowatt-hours, million","1083",""
"Côte d'Ivoire","Electricity - Consumption by households","2005","Kilowatt-hours, million","925",""
"Côte d'Ivoire","Electricity - Consumption by households","2004","Kilowatt-hours, million","974",""
"Côte d'Ivoire","Electricity - Consumption by households","2003","Kilowatt-hours, million","774",""
"Côte d'Ivoire","Electricity - Consumption by households","2002","Kilowatt-hours, million","874",""
"Côte d'Ivoire","Electricity - Consumption by households","2001","Kilowatt-hours, million","884",""
"Côte d'Ivoire","Electricity - Consumption by households","2000","Kilowatt-hours, million","900",""
"Croatia","Electricity - Consumption by households","2014","Kilowatt-hours, million","5629",""
"Croatia","Electricity - Consumption by households","2013","Kilowatt-hours, million","6229",""
"Croatia","Electricity - Consumption by households","2012","Kilowatt-hours, million","6464",""
"Croatia","Electricity - Consumption by households","2011","Kilowatt-hours, million","6523",""
"Croatia","Electricity - Consumption by households","2010","Kilowatt-hours, million","6651",""
"Croatia","Electricity - Consumption by households","2009","Kilowatt-hours, million","6462",""
"Croatia","Electricity - Consumption by households","2008","Kilowatt-hours, million","6711",""
"Croatia","Electricity - Consumption by households","2007","Kilowatt-hours, million","6392",""
"Croatia","Electricity - Consumption by households","2006","Kilowatt-hours, million","6520",""
"Croatia","Electricity - Consumption by households","2005","Kilowatt-hours, million","6333",""
"Croatia","Electricity - Consumption by households","2004","Kilowatt-hours, million","6072",""
"Croatia","Electricity - Consumption by households","2003","Kilowatt-hours, million","5694",""
"Croatia","Electricity - Consumption by households","2002","Kilowatt-hours, million","5954",""
"Croatia","Electricity - Consumption by households","2001","Kilowatt-hours, million","5560",""
"Croatia","Electricity - Consumption by households","2000","Kilowatt-hours, million","5729",""
"Cuba","Electricity - Consumption by households","2014","Kilowatt-hours, million","8005.7",""
"Cuba","Electricity - Consumption by households","2013","Kilowatt-hours, million","7733.5",""
"Cuba","Electricity - Consumption by households","2012","Kilowatt-hours, million","7305",""
"Cuba","Electricity - Consumption by households","2011","Kilowatt-hours, million","6879",""
"Cuba","Electricity - Consumption by households","2010","Kilowatt-hours, million","6636",""
"Cuba","Electricity - Consumption by households","2009","Kilowatt-hours, million","6420",""
"Cuba","Electricity - Consumption by households","2008","Kilowatt-hours, million","6050",""
"Cuba","Electricity - Consumption by households","2007","Kilowatt-hours, million","6133",""
"Cuba","Electricity - Consumption by households","2006","Kilowatt-hours, million","5593",""
"Cuba","Electricity - Consumption by households","2005","Kilowatt-hours, million","5086",""
"Cuba","Electricity - Consumption by households","2004","Kilowatt-hours, million","5010",""
"Cuba","Electricity - Consumption by households","2003","Kilowatt-hours, million","5123",""
"Cuba","Electricity - Consumption by households","2002","Kilowatt-hours, million","4893",""
"Cuba","Electricity - Consumption by households","2001","Kilowatt-hours, million","4487",""
"Cuba","Electricity - Consumption by households","2000","Kilowatt-hours, million","4246",""
"Cyprus","Electricity - Consumption by households","2014","Kilowatt-hours, million","1425",""
"Cyprus","Electricity - Consumption by households","2013","Kilowatt-hours, million","1437",""
"Cyprus","Electricity - Consumption by households","2012","Kilowatt-hours, million","1673",""
"Cyprus","Electricity - Consumption by households","2011","Kilowatt-hours, million","1723",""
"Cyprus","Electricity - Consumption by households","2010","Kilowatt-hours, million","1738",""
"Cyprus","Electricity - Consumption by households","2009","Kilowatt-hours, million","1722",""
"Cyprus","Electricity - Consumption by households","2008","Kilowatt-hours, million","1683",""
"Cyprus","Electricity - Consumption by households","2007","Kilowatt-hours, million","1608",""
"Cyprus","Electricity - Consumption by households","2006","Kilowatt-hours, million","1500",""
"Cyprus","Electricity - Consumption by households","2005","Kilowatt-hours, million","1433",""
"Cyprus","Electricity - Consumption by households","2004","Kilowatt-hours, million","1316",""
"Cyprus","Electricity - Consumption by households","2003","Kilowatt-hours, million","1295",""
"Cyprus","Electricity - Consumption by households","2002","Kilowatt-hours, million","1157",""
"Cyprus","Electricity - Consumption by households","2001","Kilowatt-hours, million","1042",""
"Cyprus","Electricity - Consumption by households","2000","Kilowatt-hours, million","1055",""
"Czechia","Electricity - Consumption by households","2014","Kilowatt-hours, million","14125",""
"Czechia","Electricity - Consumption by households","2013","Kilowatt-hours, million","14716",""
"Czechia","Electricity - Consumption by households","2012","Kilowatt-hours, million","14581",""
"Czechia","Electricity - Consumption by households","2011","Kilowatt-hours, million","14200",""
"Czechia","Electricity - Consumption by households","2010","Kilowatt-hours, million","15028",""
"Czechia","Electricity - Consumption by households","2009","Kilowatt-hours, million","14687",""
"Czechia","Electricity - Consumption by households","2008","Kilowatt-hours, million","14703",""
"Czechia","Electricity - Consumption by households","2007","Kilowatt-hours, million","14646",""
"Czechia","Electricity - Consumption by households","2006","Kilowatt-hours, million","15198",""
"Czechia","Electricity - Consumption by households","2005","Kilowatt-hours, million","14719",""
"Czechia","Electricity - Consumption by households","2004","Kilowatt-hours, million","14525",""
"Czechia","Electricity - Consumption by households","2003","Kilowatt-hours, million","14508",""
"Czechia","Electricity - Consumption by households","2002","Kilowatt-hours, million","14121",""
"Czechia","Electricity - Consumption by households","2001","Kilowatt-hours, million","14239",""
"Czechia","Electricity - Consumption by households","2000","Kilowatt-hours, million","13822",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2014","Kilowatt-hours, million","2753",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2013","Kilowatt-hours, million","2692",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2012","Kilowatt-hours, million","2495",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2011","Kilowatt-hours, million","2253",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2010","Kilowatt-hours, million","2100",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2009","Kilowatt-hours, million","2231",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2008","Kilowatt-hours, million","2045",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2007","Kilowatt-hours, million","2055",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2006","Kilowatt-hours, million","2631",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2005","Kilowatt-hours, million","1562",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2004","Kilowatt-hours, million","1499",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2003","Kilowatt-hours, million","1323",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2002","Kilowatt-hours, million","1228",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2001","Kilowatt-hours, million","1221",""
"Dem. Rep. of the Congo","Electricity - Consumption by households","2000","Kilowatt-hours, million","1232",""
"Denmark","Electricity - Consumption by households","2014","Kilowatt-hours, million","10104",""
"Denmark","Electricity - Consumption by households","2013","Kilowatt-hours, million","10307",""
"Denmark","Electricity - Consumption by households","2012","Kilowatt-hours, million","9989",""
"Denmark","Electricity - Consumption by households","2011","Kilowatt-hours, million","10111",""
"Denmark","Electricity - Consumption by households","2010","Kilowatt-hours, million","10389",""
"Denmark","Electricity - Consumption by households","2009","Kilowatt-hours, million","10096",""
"Denmark","Electricity - Consumption by households","2008","Kilowatt-hours, million","10280",""
"Denmark","Electricity - Consumption by households","2007","Kilowatt-hours, million","10349",""
"Denmark","Electricity - Consumption by households","2006","Kilowatt-hours, million","10573",""
"Denmark","Electricity - Consumption by households","2005","Kilowatt-hours, million","10449",""
"Denmark","Electricity - Consumption by households","2004","Kilowatt-hours, million","10332",""
"Denmark","Electricity - Consumption by households","2003","Kilowatt-hours, million","10262",""
"Denmark","Electricity - Consumption by households","2002","Kilowatt-hours, million","10190",""
"Denmark","Electricity - Consumption by households","2001","Kilowatt-hours, million","10159",""
"Denmark","Electricity - Consumption by households","2000","Kilowatt-hours, million","10215",""
"Djibouti","Electricity - Consumption by households","2014","Kilowatt-hours, million","169","1"
"Djibouti","Electricity - Consumption by households","2013","Kilowatt-hours, million","170","1"
"Djibouti","Electricity - Consumption by households","2012","Kilowatt-hours, million","165","1"
"Djibouti","Electricity - Consumption by households","2011","Kilowatt-hours, million","160","1"
"Djibouti","Electricity - Consumption by households","2010","Kilowatt-hours, million","159","1"
"Djibouti","Electricity - Consumption by households","2009","Kilowatt-hours, million","155","1"
"Djibouti","Electricity - Consumption by households","2008","Kilowatt-hours, million","153","1"
"Djibouti","Electricity - Consumption by households","2007","Kilowatt-hours, million","120","1"
"Djibouti","Electricity - Consumption by households","2006","Kilowatt-hours, million","115","1"
"Djibouti","Electricity - Consumption by households","2005","Kilowatt-hours, million","111","1"
"Djibouti","Electricity - Consumption by households","2004","Kilowatt-hours, million","105","1"
"Djibouti","Electricity - Consumption by households","2003","Kilowatt-hours, million","103","1"
"Djibouti","Electricity - Consumption by households","2002","Kilowatt-hours, million","101","1"
"Djibouti","Electricity - Consumption by households","2001","Kilowatt-hours, million","98","1"
"Djibouti","Electricity - Consumption by households","2000","Kilowatt-hours, million","95","1"
"Dominica","Electricity - Consumption by households","2014","Kilowatt-hours, million","41.68",""
"Dominica","Electricity - Consumption by households","2013","Kilowatt-hours, million","40.8",""
"Dominica","Electricity - Consumption by households","2012","Kilowatt-hours, million","40.8",""
"Dominica","Electricity - Consumption by households","2011","Kilowatt-hours, million","40.2",""
"Dominica","Electricity - Consumption by households","2010","Kilowatt-hours, million","39.5",""
"Dominica","Electricity - Consumption by households","2009","Kilowatt-hours, million","36.4",""
"Dominica","Electricity - Consumption by households","2008","Kilowatt-hours, million","34.1",""
"Dominica","Electricity - Consumption by households","2007","Kilowatt-hours, million","33.7",""
"Dominica","Electricity - Consumption by households","2006","Kilowatt-hours, million","34.2",""
"Dominica","Electricity - Consumption by households","2005","Kilowatt-hours, million","33.5",""
"Dominica","Electricity - Consumption by households","2004","Kilowatt-hours, million","33.1",""
"Dominica","Electricity - Consumption by households","2003","Kilowatt-hours, million","32.9",""
"Dominica","Electricity - Consumption by households","2002","Kilowatt-hours, million","32.9",""
"Dominica","Electricity - Consumption by households","2001","Kilowatt-hours, million","31.8",""
"Dominica","Electricity - Consumption by households","2000","Kilowatt-hours, million","30",""
"Dominican Republic","Electricity - Consumption by households","2014","Kilowatt-hours, million","5225.3",""
"Dominican Republic","Electricity - Consumption by households","2013","Kilowatt-hours, million","4842.67",""
"Dominican Republic","Electricity - Consumption by households","2012","Kilowatt-hours, million","4979.99",""
"Dominican Republic","Electricity - Consumption by households","2011","Kilowatt-hours, million","4644.02",""
"Dominican Republic","Electricity - Consumption by households","2010","Kilowatt-hours, million","4516.74",""
"Dominican Republic","Electricity - Consumption by households","2009","Kilowatt-hours, million","4343.39",""
"Dominican Republic","Electricity - Consumption by households","2008","Kilowatt-hours, million","4490.43",""
"Dominican Republic","Electricity - Consumption by households","2007","Kilowatt-hours, million","4376.67",""
"Dominican Republic","Electricity - Consumption by households","2006","Kilowatt-hours, million","4168",""
"Dominican Republic","Electricity - Consumption by households","2005","Kilowatt-hours, million","4217",""
"Dominican Republic","Electricity - Consumption by households","2004","Kilowatt-hours, million","4540",""
"Dominican Republic","Electricity - Consumption by households","2003","Kilowatt-hours, million","4439",""
"Dominican Republic","Electricity - Consumption by households","2002","Kilowatt-hours, million","3170",""
