"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Cameroon","Electricity - Consumption by households","1991","Kilowatt-hours, million","176","1"
"Cameroon","Electricity - Consumption by households","1990","Kilowatt-hours, million","150","1"
"Canada","Electricity - Consumption by households","2014","Kilowatt-hours, million","161568",""
"Canada","Electricity - Consumption by households","2013","Kilowatt-hours, million","157333",""
"Canada","Electricity - Consumption by households","2012","Kilowatt-hours, million","151240",""
"Canada","Electricity - Consumption by households","2011","Kilowatt-hours, million","153031",""
"Canada","Electricity - Consumption by households","2010","Kilowatt-hours, million","146801",""
"Canada","Electricity - Consumption by households","2009","Kilowatt-hours, million","148298",""
"Canada","Electricity - Consumption by households","2008","Kilowatt-hours, million","160047",""
"Canada","Electricity - Consumption by households","2007","Kilowatt-hours, million","157843",""
"Canada","Electricity - Consumption by households","2006","Kilowatt-hours, million","147320",""
"Canada","Electricity - Consumption by households","2005","Kilowatt-hours, million","150987",""
"Canada","Electricity - Consumption by households","2004","Kilowatt-hours, million","150978",""
"Canada","Electricity - Consumption by households","2003","Kilowatt-hours, million","147990",""
"Canada","Electricity - Consumption by households","2002","Kilowatt-hours, million","142641",""
"Canada","Electricity - Consumption by households","2001","Kilowatt-hours, million","140241",""
"Canada","Electricity - Consumption by households","2000","Kilowatt-hours, million","138234",""
"Canada","Electricity - Consumption by households","1999","Kilowatt-hours, million","133285",""
"Canada","Electricity - Consumption by households","1998","Kilowatt-hours, million","129322",""
"Canada","Electricity - Consumption by households","1997","Kilowatt-hours, million","134489",""
"Canada","Electricity - Consumption by households","1996","Kilowatt-hours, million","135248",""
"Canada","Electricity - Consumption by households","1995","Kilowatt-hours, million","131610",""
"Canada","Electricity - Consumption by households","1994","Kilowatt-hours, million","132882",""
"Canada","Electricity - Consumption by households","1993","Kilowatt-hours, million","132409",""
"Canada","Electricity - Consumption by households","1992","Kilowatt-hours, million","132234",""
"Canada","Electricity - Consumption by households","1991","Kilowatt-hours, million","129386",""
"Canada","Electricity - Consumption by households","1990","Kilowatt-hours, million","129831",""
"Cayman Islands","Electricity - Consumption by households","2014","Kilowatt-hours, million","275.94",""
"Cayman Islands","Electricity - Consumption by households","2013","Kilowatt-hours, million","270.19",""
"Cayman Islands","Electricity - Consumption by households","2012","Kilowatt-hours, million","263.5",""
"Cayman Islands","Electricity - Consumption by households","2011","Kilowatt-hours, million","268",""
"Cayman Islands","Electricity - Consumption by households","2010","Kilowatt-hours, million","271",""
"Cayman Islands","Electricity - Consumption by households","2009","Kilowatt-hours, million","271",""
"Cayman Islands","Electricity - Consumption by households","2008","Kilowatt-hours, million","260",""
"Cayman Islands","Electricity - Consumption by households","2007","Kilowatt-hours, million","258",""
"Cayman Islands","Electricity - Consumption by households","2006","Kilowatt-hours, million","237",""
"Cayman Islands","Electricity - Consumption by households","2005","Kilowatt-hours, million","209",""
"Cayman Islands","Electricity - Consumption by households","2004","Kilowatt-hours, million","191",""
"Cayman Islands","Electricity - Consumption by households","2003","Kilowatt-hours, million","211",""
"Cayman Islands","Electricity - Consumption by households","2002","Kilowatt-hours, million","200",""
"Cayman Islands","Electricity - Consumption by households","2001","Kilowatt-hours, million","190",""
"Cayman Islands","Electricity - Consumption by households","2000","Kilowatt-hours, million","180",""
"Cayman Islands","Electricity - Consumption by households","1999","Kilowatt-hours, million","168",""
"Cayman Islands","Electricity - Consumption by households","1998","Kilowatt-hours, million","159",""
"Cayman Islands","Electricity - Consumption by households","1997","Kilowatt-hours, million","140",""
"Cayman Islands","Electricity - Consumption by households","1996","Kilowatt-hours, million","125",""
"Cayman Islands","Electricity - Consumption by households","1995","Kilowatt-hours, million","118",""
"Cayman Islands","Electricity - Consumption by households","1994","Kilowatt-hours, million","130",""
"Cayman Islands","Electricity - Consumption by households","1993","Kilowatt-hours, million","125",""
"Cayman Islands","Electricity - Consumption by households","1992","Kilowatt-hours, million","124",""
"Cayman Islands","Electricity - Consumption by households","1991","Kilowatt-hours, million","116",""
"Cayman Islands","Electricity - Consumption by households","1990","Kilowatt-hours, million","108",""
"Central African Rep.","Electricity - Consumption by households","2014","Kilowatt-hours, million","64","1"
"Central African Rep.","Electricity - Consumption by households","2013","Kilowatt-hours, million","63","1"
"Central African Rep.","Electricity - Consumption by households","2012","Kilowatt-hours, million","62","1"
"Central African Rep.","Electricity - Consumption by households","2011","Kilowatt-hours, million","61","1"
"Central African Rep.","Electricity - Consumption by households","2010","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2009","Kilowatt-hours, million","58","1"
"Central African Rep.","Electricity - Consumption by households","2008","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2007","Kilowatt-hours, million","59","1"
"Central African Rep.","Electricity - Consumption by households","2006","Kilowatt-hours, million","61","1"
"Central African Rep.","Electricity - Consumption by households","2005","Kilowatt-hours, million","58","1"
"Central African Rep.","Electricity - Consumption by households","2004","Kilowatt-hours, million","54","1"
"Central African Rep.","Electricity - Consumption by households","2003","Kilowatt-hours, million","42","1"
"Central African Rep.","Electricity - Consumption by households","2002","Kilowatt-hours, million","44","1"
"Central African Rep.","Electricity - Consumption by households","2001","Kilowatt-hours, million","44","1"
"Central African Rep.","Electricity - Consumption by households","2000","Kilowatt-hours, million","42","1"
"Central African Rep.","Electricity - Consumption by households","1999","Kilowatt-hours, million","42","1"
"Central African Rep.","Electricity - Consumption by households","1998","Kilowatt-hours, million","40","1"
"Central African Rep.","Electricity - Consumption by households","1997","Kilowatt-hours, million","39","1"
"Central African Rep.","Electricity - Consumption by households","1996","Kilowatt-hours, million","38","1"
"Central African Rep.","Electricity - Consumption by households","1995","Kilowatt-hours, million","38","1"
"Central African Rep.","Electricity - Consumption by households","1994","Kilowatt-hours, million","38","1"
"Central African Rep.","Electricity - Consumption by households","1993","Kilowatt-hours, million","37","1"
"Central African Rep.","Electricity - Consumption by households","1992","Kilowatt-hours, million","35","1"
"Central African Rep.","Electricity - Consumption by households","1991","Kilowatt-hours, million","35","1"
"Central African Rep.","Electricity - Consumption by households","1990","Kilowatt-hours, million","34","1"
"Chad","Electricity - Consumption by households","2014","Kilowatt-hours, million","101","1"
"Chad","Electricity - Consumption by households","2013","Kilowatt-hours, million","101","1"
"Chad","Electricity - Consumption by households","2012","Kilowatt-hours, million","91.9","1"
"Chad","Electricity - Consumption by households","2011","Kilowatt-hours, million","98.8","1"
"Chad","Electricity - Consumption by households","2010","Kilowatt-hours, million","89.9","1"
"Chad","Electricity - Consumption by households","2009","Kilowatt-hours, million","82.5","1"
"Chad","Electricity - Consumption by households","2008","Kilowatt-hours, million","67.7","1"
"Chad","Electricity - Consumption by households","2007","Kilowatt-hours, million","58.3","1"
"Chad","Electricity - Consumption by households","2006","Kilowatt-hours, million","58.8","1"
"Chad","Electricity - Consumption by households","2005","Kilowatt-hours, million","58.3","1"
"Chad","Electricity - Consumption by households","2004","Kilowatt-hours, million","55","1"
"Chad","Electricity - Consumption by households","2003","Kilowatt-hours, million","51","1"
"Chad","Electricity - Consumption by households","2002","Kilowatt-hours, million","47","1"
"Chad","Electricity - Consumption by households","2001","Kilowatt-hours, million","43","1"
"Chad","Electricity - Consumption by households","2000","Kilowatt-hours, million","42","1"
"Chad","Electricity - Consumption by households","1999","Kilowatt-hours, million","40","1"
"Chad","Electricity - Consumption by households","1998","Kilowatt-hours, million","37","1"
"Chad","Electricity - Consumption by households","1997","Kilowatt-hours, million","24","1"
"Chad","Electricity - Consumption by households","1996","Kilowatt-hours, million","24","1"
"Chad","Electricity - Consumption by households","1995","Kilowatt-hours, million","24","1"
"Chad","Electricity - Consumption by households","1994","Kilowatt-hours, million","24","1"
"Chad","Electricity - Consumption by households","1993","Kilowatt-hours, million","23","1"
"Chad","Electricity - Consumption by households","1992","Kilowatt-hours, million","23","1"
"Chad","Electricity - Consumption by households","1991","Kilowatt-hours, million","23","1"
"Chad","Electricity - Consumption by households","1990","Kilowatt-hours, million","23","1"
"Chile","Electricity - Consumption by households","2014","Kilowatt-hours, million","11372",""
"Chile","Electricity - Consumption by households","2013","Kilowatt-hours, million","10868",""
"Chile","Electricity - Consumption by households","2012","Kilowatt-hours, million","10152",""
"Chile","Electricity - Consumption by households","2011","Kilowatt-hours, million","9549",""
"Chile","Electricity - Consumption by households","2010","Kilowatt-hours, million","9358",""
"Chile","Electricity - Consumption by households","2009","Kilowatt-hours, million","8901",""
"Chile","Electricity - Consumption by households","2008","Kilowatt-hours, million","8749",""
"Chile","Electricity - Consumption by households","2007","Kilowatt-hours, million","8902",""
"Chile","Electricity - Consumption by households","2006","Kilowatt-hours, million","8546",""
"Chile","Electricity - Consumption by households","2005","Kilowatt-hours, million","8284",""
"Chile","Electricity - Consumption by households","2004","Kilowatt-hours, million","7834",""
"Chile","Electricity - Consumption by households","2003","Kilowatt-hours, million","7340",""
"Chile","Electricity - Consumption by households","2002","Kilowatt-hours, million","7162",""
"Chile","Electricity - Consumption by households","2001","Kilowatt-hours, million","6907",""
"Chile","Electricity - Consumption by households","2000","Kilowatt-hours, million","6181",""
"Chile","Electricity - Consumption by households","1999","Kilowatt-hours, million","5974",""
"Chile","Electricity - Consumption by households","1998","Kilowatt-hours, million","5731",""
"Chile","Electricity - Consumption by households","1997","Kilowatt-hours, million","5258",""
"Chile","Electricity - Consumption by households","1996","Kilowatt-hours, million","7042",""
"Chile","Electricity - Consumption by households","1995","Kilowatt-hours, million","6302",""
"Chile","Electricity - Consumption by households","1994","Kilowatt-hours, million","5865",""
"Chile","Electricity - Consumption by households","1993","Kilowatt-hours, million","5377",""
"Chile","Electricity - Consumption by households","1992","Kilowatt-hours, million","4949",""
"Chile","Electricity - Consumption by households","1991","Kilowatt-hours, million","4544",""
"Chile","Electricity - Consumption by households","1990","Kilowatt-hours, million","4331",""
"China","Electricity - Consumption by households","2014","Kilowatt-hours, million","717610",""
"China","Electricity - Consumption by households","2013","Kilowatt-hours, million","698916",""
"China","Electricity - Consumption by households","2012","Kilowatt-hours, million","621896",""
"China","Electricity - Consumption by households","2011","Kilowatt-hours, million","562006",""
"China","Electricity - Consumption by households","2010","Kilowatt-hours, million","512463",""
"China","Electricity - Consumption by households","2009","Kilowatt-hours, million","487216",""
"China","Electricity - Consumption by households","2008","Kilowatt-hours, million","439610",""
"China","Electricity - Consumption by households","2007","Kilowatt-hours, million","406271",""
"China","Electricity - Consumption by households","2006","Kilowatt-hours, million","335158",""
"China","Electricity - Consumption by households","2005","Kilowatt-hours, million","288481",""
"China","Electricity - Consumption by households","2004","Kilowatt-hours, million","238449",""
"China","Electricity - Consumption by households","2003","Kilowatt-hours, million","205804",""
"China","Electricity - Consumption by households","2002","Kilowatt-hours, million","177142",""
"China","Electricity - Consumption by households","2001","Kilowatt-hours, million","183923",""
"China","Electricity - Consumption by households","2000","Kilowatt-hours, million","167195",""
"China","Electricity - Consumption by households","1999","Kilowatt-hours, million","148080",""
"China","Electricity - Consumption by households","1998","Kilowatt-hours, million","132450",""
"China","Electricity - Consumption by households","1997","Kilowatt-hours, million","125315",""
"China","Electricity - Consumption by households","1996","Kilowatt-hours, million","113304",""
"China","Electricity - Consumption by households","1995","Kilowatt-hours, million","100558",""
"China","Electricity - Consumption by households","1994","Kilowatt-hours, million","86697",""
"China","Electricity - Consumption by households","1993","Kilowatt-hours, million","73709",""
"China","Electricity - Consumption by households","1992","Kilowatt-hours, million","64000",""
"China","Electricity - Consumption by households","1991","Kilowatt-hours, million","54360",""
"China","Electricity - Consumption by households","1990","Kilowatt-hours, million","48080",""
"China, Hong Kong SAR","Electricity - Consumption by households","2014","Kilowatt-hours, million","12060",""
"China, Hong Kong SAR","Electricity - Consumption by households","2013","Kilowatt-hours, million","11095",""
"China, Hong Kong SAR","Electricity - Consumption by households","2012","Kilowatt-hours, million","11441",""
"China, Hong Kong SAR","Electricity - Consumption by households","2011","Kilowatt-hours, million","11076",""
"China, Hong Kong SAR","Electricity - Consumption by households","2010","Kilowatt-hours, million","10929",""
"China, Hong Kong SAR","Electricity - Consumption by households","2009","Kilowatt-hours, million","10826",""
"China, Hong Kong SAR","Electricity - Consumption by households","2008","Kilowatt-hours, million","10306",""
"China, Hong Kong SAR","Electricity - Consumption by households","2007","Kilowatt-hours, million","10117",""
"China, Hong Kong SAR","Electricity - Consumption by households","2006","Kilowatt-hours, million","9841",""
"China, Hong Kong SAR","Electricity - Consumption by households","2005","Kilowatt-hours, million","9948",""
"China, Hong Kong SAR","Electricity - Consumption by households","2004","Kilowatt-hours, million","9482",""
"China, Hong Kong SAR","Electricity - Consumption by households","2003","Kilowatt-hours, million","9546",""
"China, Hong Kong SAR","Electricity - Consumption by households","2002","Kilowatt-hours, million","9276",""
"China, Hong Kong SAR","Electricity - Consumption by households","2001","Kilowatt-hours, million","9111",""
"China, Hong Kong SAR","Electricity - Consumption by households","2000","Kilowatt-hours, million","8954",""
"China, Hong Kong SAR","Electricity - Consumption by households","1999","Kilowatt-hours, million","8722",""
"China, Hong Kong SAR","Electricity - Consumption by households","1998","Kilowatt-hours, million","9109",""
"China, Hong Kong SAR","Electricity - Consumption by households","1997","Kilowatt-hours, million","8038",""
"China, Hong Kong SAR","Electricity - Consumption by households","1996","Kilowatt-hours, million","8109",""
"China, Hong Kong SAR","Electricity - Consumption by households","1995","Kilowatt-hours, million","7518",""
"China, Hong Kong SAR","Electricity - Consumption by households","1994","Kilowatt-hours, million","7174",""
"China, Hong Kong SAR","Electricity - Consumption by households","1993","Kilowatt-hours, million","6692",""
"China, Hong Kong SAR","Electricity - Consumption by households","1992","Kilowatt-hours, million","6032",""
"China, Hong Kong SAR","Electricity - Consumption by households","1991","Kilowatt-hours, million","5718",""
"China, Hong Kong SAR","Electricity - Consumption by households","1990","Kilowatt-hours, million","5288",""
"China, Macao SAR","Electricity - Consumption by households","2014","Kilowatt-hours, million","913",""
"China, Macao SAR","Electricity - Consumption by households","2013","Kilowatt-hours, million","797",""
"China, Macao SAR","Electricity - Consumption by households","2012","Kilowatt-hours, million","792",""
"China, Macao SAR","Electricity - Consumption by households","2011","Kilowatt-hours, million","766",""
"China, Macao SAR","Electricity - Consumption by households","2010","Kilowatt-hours, million","697",""
"China, Macao SAR","Electricity - Consumption by households","2009","Kilowatt-hours, million","682",""
"China, Macao SAR","Electricity - Consumption by households","2008","Kilowatt-hours, million","637",""
"China, Macao SAR","Electricity - Consumption by households","2007","Kilowatt-hours, million","617",""
"China, Macao SAR","Electricity - Consumption by households","2006","Kilowatt-hours, million","565",""
"China, Macao SAR","Electricity - Consumption by households","2005","Kilowatt-hours, million","549",""
"China, Macao SAR","Electricity - Consumption by households","2004","Kilowatt-hours, million","485",""
"China, Macao SAR","Electricity - Consumption by households","2003","Kilowatt-hours, million","453",""
"China, Macao SAR","Electricity - Consumption by households","2002","Kilowatt-hours, million","443",""
"China, Macao SAR","Electricity - Consumption by households","2001","Kilowatt-hours, million","421",""
"China, Macao SAR","Electricity - Consumption by households","2000","Kilowatt-hours, million","523",""
"China, Macao SAR","Electricity - Consumption by households","1999","Kilowatt-hours, million","513",""
"China, Macao SAR","Electricity - Consumption by households","1998","Kilowatt-hours, million","521",""
"China, Macao SAR","Electricity - Consumption by households","1997","Kilowatt-hours, million","456",""
"China, Macao SAR","Electricity - Consumption by households","1996","Kilowatt-hours, million","451",""
"China, Macao SAR","Electricity - Consumption by households","1995","Kilowatt-hours, million","406",""
"China, Macao SAR","Electricity - Consumption by households","1994","Kilowatt-hours, million","372",""
"China, Macao SAR","Electricity - Consumption by households","1993","Kilowatt-hours, million","340",""
"China, Macao SAR","Electricity - Consumption by households","1992","Kilowatt-hours, million","719",""
"China, Macao SAR","Electricity - Consumption by households","1991","Kilowatt-hours, million","644",""
"China, Macao SAR","Electricity - Consumption by households","1990","Kilowatt-hours, million","571",""
"Colombia","Electricity - Consumption by households","2014","Kilowatt-hours, million","21766",""
"Colombia","Electricity - Consumption by households","2013","Kilowatt-hours, million","25250",""
"Colombia","Electricity - Consumption by households","2012","Kilowatt-hours, million","22232",""
"Colombia","Electricity - Consumption by households","2011","Kilowatt-hours, million","21367",""
"Colombia","Electricity - Consumption by households","2010","Kilowatt-hours, million","20888",""
"Colombia","Electricity - Consumption by households","2009","Kilowatt-hours, million","20232",""
"Colombia","Electricity - Consumption by households","2008","Kilowatt-hours, million","19397",""
"Colombia","Electricity - Consumption by households","2007","Kilowatt-hours, million","17618",""
"Colombia","Electricity - Consumption by households","2006","Kilowatt-hours, million","16904",""
"Colombia","Electricity - Consumption by households","2005","Kilowatt-hours, million","16254.29",""
"Colombia","Electricity - Consumption by households","2004","Kilowatt-hours, million","15792",""
"Colombia","Electricity - Consumption by households","2003","Kilowatt-hours, million","15162",""
"Colombia","Electricity - Consumption by households","2002","Kilowatt-hours, million","14402",""
"Colombia","Electricity - Consumption by households","2001","Kilowatt-hours, million","14470",""
"Colombia","Electricity - Consumption by households","2000","Kilowatt-hours, million","11130",""
"Colombia","Electricity - Consumption by households","1999","Kilowatt-hours, million","11593",""
"Colombia","Electricity - Consumption by households","1998","Kilowatt-hours, million","12097",""
"Colombia","Electricity - Consumption by households","1997","Kilowatt-hours, million","14675",""
"Colombia","Electricity - Consumption by households","1996","Kilowatt-hours, million","14746",""
"Colombia","Electricity - Consumption by households","1995","Kilowatt-hours, million","14628",""
"Colombia","Electricity - Consumption by households","1994","Kilowatt-hours, million","14093",""
"Colombia","Electricity - Consumption by households","1993","Kilowatt-hours, million","13213",""
"Colombia","Electricity - Consumption by households","1992","Kilowatt-hours, million","11982",""
"Colombia","Electricity - Consumption by households","1991","Kilowatt-hours, million","12848",""
"Colombia","Electricity - Consumption by households","1990","Kilowatt-hours, million","12566",""
"Comoros","Electricity - Consumption by households","2014","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2013","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2012","Kilowatt-hours, million","19","1"
"Comoros","Electricity - Consumption by households","2011","Kilowatt-hours, million","18","1"
"Comoros","Electricity - Consumption by households","2010","Kilowatt-hours, million","17","1"
"Comoros","Electricity - Consumption by households","2009","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2008","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2007","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2006","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2005","Kilowatt-hours, million","15","1"
"Comoros","Electricity - Consumption by households","2004","Kilowatt-hours, million","14","1"
"Comoros","Electricity - Consumption by households","2003","Kilowatt-hours, million","13","1"
"Comoros","Electricity - Consumption by households","2002","Kilowatt-hours, million","12","1"
"Comoros","Electricity - Consumption by households","2001","Kilowatt-hours, million","11","1"
"Comoros","Electricity - Consumption by households","2000","Kilowatt-hours, million","10","1"
"Comoros","Electricity - Consumption by households","1999","Kilowatt-hours, million","9","1"
"Comoros","Electricity - Consumption by households","1998","Kilowatt-hours, million","9","1"
"Comoros","Electricity - Consumption by households","1997","Kilowatt-hours, million","9","1"
"Comoros","Electricity - Consumption by households","1996","Kilowatt-hours, million","8","1"
"Comoros","Electricity - Consumption by households","1995","Kilowatt-hours, million","7","1"
"Comoros","Electricity - Consumption by households","1994","Kilowatt-hours, million","7","1"
"Comoros","Electricity - Consumption by households","1993","Kilowatt-hours, million","6","1"
"Comoros","Electricity - Consumption by households","1992","Kilowatt-hours, million","6","1"
"Comoros","Electricity - Consumption by households","1991","Kilowatt-hours, million","6","1"
"Comoros","Electricity - Consumption by households","1990","Kilowatt-hours, million","6","1"
"Congo","Electricity - Consumption by households","2014","Kilowatt-hours, million","425",""
"Congo","Electricity - Consumption by households","2013","Kilowatt-hours, million","427",""
"Congo","Electricity - Consumption by households","2012","Kilowatt-hours, million","422",""
"Congo","Electricity - Consumption by households","2011","Kilowatt-hours, million","323",""
"Congo","Electricity - Consumption by households","2010","Kilowatt-hours, million","254",""
"Congo","Electricity - Consumption by households","2009","Kilowatt-hours, million","244",""
"Congo","Electricity - Consumption by households","2008","Kilowatt-hours, million","220",""
"Congo","Electricity - Consumption by households","2007","Kilowatt-hours, million","213",""
"Congo","Electricity - Consumption by households","2006","Kilowatt-hours, million","192",""
"Congo","Electricity - Consumption by households","2005","Kilowatt-hours, million","179",""
"Congo","Electricity - Consumption by households","2004","Kilowatt-hours, million","155",""
"Congo","Electricity - Consumption by households","2003","Kilowatt-hours, million","145",""
"Congo","Electricity - Consumption by households","2002","Kilowatt-hours, million","142",""
"Congo","Electricity - Consumption by households","2001","Kilowatt-hours, million","132",""
"Congo","Electricity - Consumption by households","2000","Kilowatt-hours, million","117",""
"Congo","Electricity - Consumption by households","1999","Kilowatt-hours, million","67",""
"Congo","Electricity - Consumption by households","1998","Kilowatt-hours, million","104",""
"Congo","Electricity - Consumption by households","1997","Kilowatt-hours, million","135",""
"Congo","Electricity - Consumption by households","1996","Kilowatt-hours, million","165",""
"Congo","Electricity - Consumption by households","1995","Kilowatt-hours, million","150",""
"Congo","Electricity - Consumption by households","1994","Kilowatt-hours, million","141",""
"Congo","Electricity - Consumption by households","1993","Kilowatt-hours, million","143",""
"Congo","Electricity - Consumption by households","1992","Kilowatt-hours, million","165",""
"Congo","Electricity - Consumption by households","1991","Kilowatt-hours, million","170",""
"Congo","Electricity - Consumption by households","1990","Kilowatt-hours, million","145",""
"Costa Rica","Electricity - Consumption by households","2014","Kilowatt-hours, million","3516",""
"Costa Rica","Electricity - Consumption by households","2013","Kilowatt-hours, million","3466",""
"Costa Rica","Electricity - Consumption by households","2012","Kilowatt-hours, million","3473.63333333333",""
"Costa Rica","Electricity - Consumption by households","2011","Kilowatt-hours, million","3385.52777777778",""
"Costa Rica","Electricity - Consumption by households","2010","Kilowatt-hours, million","3356.35",""
"Costa Rica","Electricity - Consumption by households","2009","Kilowatt-hours, million","3313.461111",""
"Costa Rica","Electricity - Consumption by households","2008","Kilowatt-hours, million","3345.575",""
"Costa Rica","Electricity - Consumption by households","2007","Kilowatt-hours, million","3284.391667",""
"Costa Rica","Electricity - Consumption by households","2006","Kilowatt-hours, million","3184.8",""
"Costa Rica","Electricity - Consumption by households","2005","Kilowatt-hours, million","3059",""
"Costa Rica","Electricity - Consumption by households","2004","Kilowatt-hours, million","2928",""
"Costa Rica","Electricity - Consumption by households","2003","Kilowatt-hours, million","2861",""
"Costa Rica","Electricity - Consumption by households","2002","Kilowatt-hours, million","2749",""
"Costa Rica","Electricity - Consumption by households","2001","Kilowatt-hours, million","2610",""
"Costa Rica","Electricity - Consumption by households","2000","Kilowatt-hours, million","2514",""
"Costa Rica","Electricity - Consumption by households","1999","Kilowatt-hours, million","2381",""
"Costa Rica","Electricity - Consumption by households","1998","Kilowatt-hours, million","2273",""
"Costa Rica","Electricity - Consumption by households","1997","Kilowatt-hours, million","2119",""
"Costa Rica","Electricity - Consumption by households","1996","Kilowatt-hours, million","2043",""
"Costa Rica","Electricity - Consumption by households","1995","Kilowatt-hours, million","1965",""
"Costa Rica","Electricity - Consumption by households","1994","Kilowatt-hours, million","1915",""
"Costa Rica","Electricity - Consumption by households","1993","Kilowatt-hours, million","1791",""
"Costa Rica","Electricity - Consumption by households","1992","Kilowatt-hours, million","1661",""
"Costa Rica","Electricity - Consumption by households","1991","Kilowatt-hours, million","1614",""
"Costa Rica","Electricity - Consumption by households","1990","Kilowatt-hours, million","1560",""
"Côte d'Ivoire","Electricity - Consumption by households","2014","Kilowatt-hours, million","2003",""
"Côte d'Ivoire","Electricity - Consumption by households","2013","Kilowatt-hours, million","1609",""
"Côte d'Ivoire","Electricity - Consumption by households","2012","Kilowatt-hours, million","1710",""
"Côte d'Ivoire","Electricity - Consumption by households","2011","Kilowatt-hours, million","1494",""
"Côte d'Ivoire","Electricity - Consumption by households","2010","Kilowatt-hours, million","1657",""
"Côte d'Ivoire","Electricity - Consumption by households","2009","Kilowatt-hours, million","1347",""
"Côte d'Ivoire","Electricity - Consumption by households","2008","Kilowatt-hours, million","1127",""
"Côte d'Ivoire","Electricity - Consumption by households","2007","Kilowatt-hours, million","1081",""
"Côte d'Ivoire","Electricity - Consumption by households","2006","Kilowatt-hours, million","1083",""
"Côte d'Ivoire","Electricity - Consumption by households","2005","Kilowatt-hours, million","925",""
"Côte d'Ivoire","Electricity - Consumption by households","2004","Kilowatt-hours, million","974",""
"Côte d'Ivoire","Electricity - Consumption by households","2003","Kilowatt-hours, million","774",""
"Côte d'Ivoire","Electricity - Consumption by households","2002","Kilowatt-hours, million","874",""
"Côte d'Ivoire","Electricity - Consumption by households","2001","Kilowatt-hours, million","884",""
"Côte d'Ivoire","Electricity - Consumption by households","2000","Kilowatt-hours, million","900",""
"Côte d'Ivoire","Electricity - Consumption by households","1999","Kilowatt-hours, million","862",""
"Côte d'Ivoire","Electricity - Consumption by households","1998","Kilowatt-hours, million","820",""
"Côte d'Ivoire","Electricity - Consumption by households","1997","Kilowatt-hours, million","1080",""
"Côte d'Ivoire","Electricity - Consumption by households","1996","Kilowatt-hours, million","989",""
"Côte d'Ivoire","Electricity - Consumption by households","1995","Kilowatt-hours, million","1029",""
"Côte d'Ivoire","Electricity - Consumption by households","1994","Kilowatt-hours, million","788",""
"Côte d'Ivoire","Electricity - Consumption by households","1993","Kilowatt-hours, million","760",""
"Côte d'Ivoire","Electricity - Consumption by households","1992","Kilowatt-hours, million","524",""
"Côte d'Ivoire","Electricity - Consumption by households","1991","Kilowatt-hours, million","564",""
"Côte d'Ivoire","Electricity - Consumption by households","1990","Kilowatt-hours, million","560","1"
"Croatia","Electricity - Consumption by households","2014","Kilowatt-hours, million","5629",""
"Croatia","Electricity - Consumption by households","2013","Kilowatt-hours, million","6229",""
"Croatia","Electricity - Consumption by households","2012","Kilowatt-hours, million","6464",""
"Croatia","Electricity - Consumption by households","2011","Kilowatt-hours, million","6523",""
"Croatia","Electricity - Consumption by households","2010","Kilowatt-hours, million","6651",""
"Croatia","Electricity - Consumption by households","2009","Kilowatt-hours, million","6462",""
"Croatia","Electricity - Consumption by households","2008","Kilowatt-hours, million","6711",""
"Croatia","Electricity - Consumption by households","2007","Kilowatt-hours, million","6392",""
"Croatia","Electricity - Consumption by households","2006","Kilowatt-hours, million","6520",""
"Croatia","Electricity - Consumption by households","2005","Kilowatt-hours, million","6333",""
"Croatia","Electricity - Consumption by households","2004","Kilowatt-hours, million","6072",""
"Croatia","Electricity - Consumption by households","2003","Kilowatt-hours, million","5694",""
"Croatia","Electricity - Consumption by households","2002","Kilowatt-hours, million","5954",""
"Croatia","Electricity - Consumption by households","2001","Kilowatt-hours, million","5560",""
"Croatia","Electricity - Consumption by households","2000","Kilowatt-hours, million","5729",""
"Croatia","Electricity - Consumption by households","1999","Kilowatt-hours, million","5742",""
"Croatia","Electricity - Consumption by households","1998","Kilowatt-hours, million","5267",""
"Croatia","Electricity - Consumption by households","1997","Kilowatt-hours, million","5189",""
"Croatia","Electricity - Consumption by households","1996","Kilowatt-hours, million","4898",""
"Croatia","Electricity - Consumption by households","1995","Kilowatt-hours, million","4621",""
"Croatia","Electricity - Consumption by households","1994","Kilowatt-hours, million","4209",""
"Croatia","Electricity - Consumption by households","1993","Kilowatt-hours, million","4146",""
"Croatia","Electricity - Consumption by households","1992","Kilowatt-hours, million","4048",""
"Cuba","Electricity - Consumption by households","2014","Kilowatt-hours, million","8005.7",""
"Cuba","Electricity - Consumption by households","2013","Kilowatt-hours, million","7733.5",""
"Cuba","Electricity - Consumption by households","2012","Kilowatt-hours, million","7305",""
"Cuba","Electricity - Consumption by households","2011","Kilowatt-hours, million","6879",""
"Cuba","Electricity - Consumption by households","2010","Kilowatt-hours, million","6636",""
"Cuba","Electricity - Consumption by households","2009","Kilowatt-hours, million","6420",""
