"Country or Area","Year","Value","Value Footnotes"
"Cyprus","2008","27493064742.3573",""
"Cyprus","2007","23716042497.1344",""
"Cyprus","2006","19866878478.6748",""
"Cyprus","2005","18270009451.3257",""
"Cyprus","2004","17164625000",""
"Cyprus","2003","14445240090.6002",""
"Cyprus","2002","11345759615.3846",""
"Cyprus","2001","10328979963.5701",""
"Cyprus","2000","9929632422.24317",""
"Czech Republic","2014","205269709743.466",""
"Czech Republic","2013","208328435108.816",""
"Czech Republic","2012","206441578342.485",""
"Czech Republic","2011","227313162936.047",""
"Czech Republic","2010","207015860050.371",""
"Czech Republic","2009","205729790694.015",""
"Czech Republic","2008","235204812643.146",""
"Czech Republic","2007","188818155388.125",""
"Czech Republic","2006","155213006071.979",""
"Czech Republic","2005","135990215966.674",""
"Czech Republic","2004","118976023159.713",""
"Czech Republic","2003","99300329682.0164",""
"Czech Republic","2002","81696651658.8981",""
"Czech Republic","2001","67375623427.4642",""
"Czech Republic","2000","61474265134.5364",""
"Denmark","2014","346119472127.525",""
"Denmark","2013","338927058604.182",""
"Denmark","2012","325012162409.979",""
"Denmark","2011","341498686832.939",""
"Denmark","2010","319810991980.939",""
"Denmark","2009","319762353336.194",""
"Denmark","2008","352591553716.09",""
"Denmark","2007","319500339842.387",""
"Denmark","2006","282961088316.405",""
"Denmark","2005","264559522419.917",""
"Denmark","2004","251242843551.268",""
"Denmark","2003","218095997085.477",""
"Denmark","2002","178635160297.415",""
"Denmark","2001","164791416350.267",""
"Denmark","2000","164158800460.219",""
"Djibouti","2014","1589025859.84573",""
"Djibouti","2013","1455416073.50848",""
"Djibouti","2012","1353632941.5207",""
"Djibouti","2011","1239144501.77525",""
"Djibouti","2010","1128611700.3618",""
"Djibouti","2009","1049110684.72493",""
"Djibouti","2008","999105339.267729",""
"Djibouti","2007","847918929.107984",""
"Djibouti","2006","768873684.032838",""
"Djibouti","2005","708633194.726566",""
"Djibouti","2004","666072101.777505",""
"Djibouti","2003","622044665.515049",""
"Djibouti","2002","591122039.601398",""
"Djibouti","2001","572417440.820162",""
"Djibouti","2000","551230861.856505",""
"Dominica","2014","524605000",""
"Dominica","2013","506666666.666667",""
"Dominica","2012","485185185.185185",""
"Dominica","2011","501481481.481481",""
"Dominica","2010","493703703.703704",""
"Dominica","2009","489259259.259259",""
"Dominica","2008","458148148.148148",""
"Dominica","2007","421481481.481481",""
"Dominica","2006","390370370.37037",""
"Dominica","2005","370370370.37037",""
"Dominica","2004","374771474.862779",""
"Dominica","2003","350091216.039388",""
"Dominica","2002","337695734.776819",""
"Dominica","2001","343119364.310664",""
"Dominica","2000","335845808.883564",""
"Dominican Republic","2014","63968906782.0737",""
"Dominican Republic","2013","61198323068.9747",""
"Dominican Republic","2012","60595109805.051",""
"Dominican Republic","2011","58361928552.0266",""
"Dominican Republic","2010","53864484468.2287",""
"Dominican Republic","2009","48193458082.8389",""
"Dominican Republic","2008","48152993004.2868",""
"Dominican Republic","2007","44073886687.2325",""
"Dominican Republic","2006","35952890849.4479",""
"Dominican Republic","2005","34004081037.3447",""
"Dominican Republic","2004","22039210346.1297",""
"Dominican Republic","2003","21277171990.4067",""
"Dominican Republic","2002","26571659051.2134",""
"Dominican Republic","2001","24892595798.7246",""
"Dominican Republic","2000","23996100575.4896",""
"East Asia & Pacific (all income levels)","2014","21489750195353.9",""
"East Asia & Pacific (all income levels)","2013","20875744465602.3",""
"East Asia & Pacific (all income levels)","2012","20672762161029.5",""
"East Asia & Pacific (all income levels)","2011","19305185364057",""
"East Asia & Pacific (all income levels)","2010","16673982045590.3",""
"East Asia & Pacific (all income levels)","2009","14286733547469",""
"East Asia & Pacific (all income levels)","2008","13879943313790.9",""
"East Asia & Pacific (all income levels)","2007","12034386705188.9",""
"East Asia & Pacific (all income levels)","2006","10735047074406.6",""
"East Asia & Pacific (all income levels)","2005","10109793687934.1",""
"East Asia & Pacific (all income levels)","2004","9495504403453.95",""
"East Asia & Pacific (all income levels)","2003","8466425469011.33",""
"East Asia & Pacific (all income levels)","2002","7699642208882.03",""
"East Asia & Pacific (all income levels)","2001","7569472361379.52",""
"East Asia & Pacific (all income levels)","2000","8134972960509.17",""
"East Asia & Pacific (developing only)","2014","12613483230942",""
"East Asia & Pacific (developing only)","2013","11736937181299.8",""
"East Asia & Pacific (developing only)","2012","10654515359178.1",""
"East Asia & Pacific (developing only)","2011","9553720213218.45",""
"East Asia & Pacific (developing only)","2010","7820047724902.89",""
"East Asia & Pacific (developing only)","2009","6451422780838.25",""
"East Asia & Pacific (developing only)","2008","5954994316175.16",""
"East Asia & Pacific (developing only)","2007","4711543268172.98",""
"East Asia & Pacific (developing only)","2006","3726966139386.1",""
"East Asia & Pacific (developing only)","2005","3098395166356.22",""
"East Asia & Pacific (developing only)","2004","2680311883729.5",""
"East Asia & Pacific (developing only)","2003","2311271263097.43",""
"East Asia & Pacific (developing only)","2002","2045056566271.24",""
"East Asia & Pacific (developing only)","2001","1848042678828.71",""
"East Asia & Pacific (developing only)","2000","1734761006168.7",""
"Ecuador","2014","100917372000",""
"Ecuador","2013","94776170000",""
"Ecuador","2012","87924544000",""
"Ecuador","2011","79276664000",""
"Ecuador","2010","69555367000",""
"Ecuador","2009","62519686000",""
"Ecuador","2008","61762635000",""
"Ecuador","2007","51007777000",""
"Ecuador","2006","46802044000",""
"Ecuador","2005","41507085000",""
"Ecuador","2004","36591661000",""
"Ecuador","2003","32432859000",""
"Ecuador","2002","28548945000",""
"Ecuador","2001","24468324000",""
"Ecuador","2000","18327764882.4412",""
"Egypt, Arab Rep.","2014","301498960051.639",""
"Egypt, Arab Rep.","2013","286011230726.274",""
"Egypt, Arab Rep.","2012","276353323880.224",""
"Egypt, Arab Rep.","2011","236001858960.015",""
"Egypt, Arab Rep.","2010","218888324504.753",""
"Egypt, Arab Rep.","2009","188982374700.805",""
"Egypt, Arab Rep.","2008","162818181818.182",""
"Egypt, Arab Rep.","2007","130478960092.499",""
"Egypt, Arab Rep.","2006","107484034870.974",""
"Egypt, Arab Rep.","2005","89685725230.2517",""
"Egypt, Arab Rep.","2004","78845185293.4964",""
"Egypt, Arab Rep.","2003","82924503942.6381",""
"Egypt, Arab Rep.","2002","87850683978.6691",""
"Egypt, Arab Rep.","2001","97632008709.853",""
"Egypt, Arab Rep.","2000","99838543960.0763",""
"El Salvador","2014","25054200000",""
"El Salvador","2013","24350900000",""
"El Salvador","2012","23813600000",""
"El Salvador","2011","23139000000",""
"El Salvador","2010","21418300000",""
"El Salvador","2009","20661000000",""
"El Salvador","2008","21431000000",""
"El Salvador","2007","20104900000",""
"El Salvador","2006","18550700000",""
"El Salvador","2005","17093800000",""
"El Salvador","2004","15798300000",""
"El Salvador","2003","15046700000",""
"El Salvador","2002","14306700000",""
"El Salvador","2001","13812700000",""
"El Salvador","2000","13134100000",""
"Equatorial Guinea","2014","15529729676.6886",""
"Equatorial Guinea","2013","17135584684.6409",""
"Equatorial Guinea","2012","18011041667.1319",""
"Equatorial Guinea","2011","17229758159.783",""
"Equatorial Guinea","2010","12709498548.489",""
"Equatorial Guinea","2009","10219467607.3829",""
"Equatorial Guinea","2008","16021701871.7733",""
"Equatorial Guinea","2007","10776721748.0952",""
"Equatorial Guinea","2006","9144693758.21038",""
"Equatorial Guinea","2005","8217369092.65224",""
"Equatorial Guinea","2004","4410764338.66733",""
"Equatorial Guinea","2003","2484745935.09329",""
"Equatorial Guinea","2002","1806742742.27311",""
"Equatorial Guinea","2001","1461139022.02954",""
"Equatorial Guinea","2000","1045998496.43872",""
"Eritrea","2011","2607739837.39837",""
"Eritrea","2010","2117039512.19512",""
"Eritrea","2009","1856695551.21951",""
"Eritrea","2008","1380188800",""
"Eritrea","2007","1317974491.05691",""
"Eritrea","2006","1211161879.6748",""
"Eritrea","2005","1098425900.74116",""
"Eritrea","2004","1109054005.43971",""
"Eritrea","2003","870247703.182758",""
"Eritrea","2002","729321366.651861",""
"Eritrea","2001","752368495.512622",""
"Eritrea","2000","706370815.584416",""
"Estonia","2014","26485161115.9446",""
"Estonia","2013","25246787741.9517",""
"Estonia","2012","23135266649.1325",""
"Estonia","2011","23168793438.9769",""
"Estonia","2010","19494662251.6556",""
"Estonia","2009","19652486801.8894",""
"Estonia","2008","24194038377.0324",""
"Estonia","2007","22237065425.6775",""
"Estonia","2006","16963630661.1467",""
"Estonia","2005","14006093769.4317",""
"Estonia","2004","12059204968.9441",""
"Estonia","2003","9833875338.75339",""
"Estonia","2002","7322068380.89856",""
"Estonia","2001","6245072061.58804",""
"Estonia","2000","5685773518.84272",""
"Ethiopia","2014","55612228233.5179",""
"Ethiopia","2013","47648211133.2183",""
"Ethiopia","2012","43310721414.0829",""
"Ethiopia","2011","31952763089.33",""
"Ethiopia","2010","29933790334.3418",""
"Ethiopia","2009","32437389116.038",""
"Ethiopia","2008","27066912635.2228",""
"Ethiopia","2007","19707616772.7996",""
"Ethiopia","2006","15280861834.6024",""
"Ethiopia","2005","12401139453.9738",""
"Ethiopia","2004","10131187261.4421",""
"Ethiopia","2003","8623691300.04079",""
"Ethiopia","2002","7850809498.16803",""
"Ethiopia","2001","8231326016.47494",""
"Ethiopia","2000","8242392103.68061",""
"Euro area","2014","13407425497263.8",""
"Euro area","2013","13184566405708.1",""
"Euro area","2012","12634444937185",""
"Euro area","2011","13621187831939",""
"Euro area","2010","12640394222574.8",""
"Euro area","2009","12903002401224.7",""
"Euro area","2008","14113385887162.5",""
"Euro area","2007","12875443086004.1",""
"Euro area","2006","11182560713393.4",""
"Euro area","2005","10533601232499.1",""
"Euro area","2004","10150822253139.7",""
"Euro area","2003","8850017864402.69",""
"Euro area","2002","7172616545633.53",""
"Euro area","2001","6592315690136.89",""
"Euro area","2000","6486434236202.36",""
"Europe & Central Asia (all income levels)","2014","23364556897812.9",""
"Europe & Central Asia (all income levels)","2013","23110837459636.5",""
"Europe & Central Asia (all income levels)","2012","22175687215615.8",""
"Europe & Central Asia (all income levels)","2011","23074478120077.7",""
"Europe & Central Asia (all income levels)","2010","20831861081310.8",""
"Europe & Central Asia (all income levels)","2009","20328395650493.1",""
"Europe & Central Asia (all income levels)","2008","23094541896587",""
"Europe & Central Asia (all income levels)","2007","21036509418588.6",""
"Europe & Central Asia (all income levels)","2006","17993680902039.4",""
"Europe & Central Asia (all income levels)","2005","16620602117941",""
"Europe & Central Asia (all income levels)","2004","15603972322561",""
"Europe & Central Asia (all income levels)","2003","13381296525073.4",""
"Europe & Central Asia (all income levels)","2002","10977637441560.2",""
"Europe & Central Asia (all income levels)","2001","10030968549734.7",""
"Europe & Central Asia (all income levels)","2000","9923995518867.75",""
"Europe & Central Asia (developing only)","2014","3855117220952.19",""
"Europe & Central Asia (developing only)","2013","4118705734433.6",""
"Europe & Central Asia (developing only)","2012","3933219690080.48",""
"Europe & Central Asia (developing only)","2011","3756644589448.16",""
"Europe & Central Asia (developing only)","2010","3053602710403.1",""
"Europe & Central Asia (developing only)","2009","2561454506091.27",""
"Europe & Central Asia (developing only)","2008","3266448634453.76",""
"Europe & Central Asia (developing only)","2007","2638942157615.95",""
"Europe & Central Asia (developing only)","2006","2041983500224.64",""
"Europe & Central Asia (developing only)","2005","1662609599260.62",""
"Europe & Central Asia (developing only)","2004","1313402116226.66",""
"Europe & Central Asia (developing only)","2003","994036235605.977",""
"Europe & Central Asia (developing only)","2002","787659459439.395",""
"Europe & Central Asia (developing only)","2001","689527078174.549",""
"Europe & Central Asia (developing only)","2000","691863158028.301",""
"European Union","2014","18516744672413.1",""
"European Union","2013","17986267255955",""
"European Union","2012","17249382954724.7",""
"European Union","2011","18321253083347.7",""
"European Union","2010","16946058883844.3",""
"European Union","2009","17020888550380.2",""
"European Union","2008","19029134448898.9",""
"European Union","2007","17685550146489.5",""
"European Union","2006","15295130473683.3",""
"European Union","2005","14334011439138",""
"European Union","2004","13701690846114.8",""
"European Union","2003","11859660657836.3",""
"European Union","2002","9732741442663.46",""
"European Union","2001","8922661784767.56",""
"European Union","2000","8818086715617.12",""
"Faeroe Islands","2013","2613458942.48139",""
"Faeroe Islands","2012","2356505419.09755",""
"Faeroe Islands","2011","2468748767.9772",""
"Faeroe Islands","2010","2301178416.00619",""
"Faeroe Islands","2009","2257097731.55019",""
"Faeroe Islands","2008","2413237402.14803",""
"Faeroe Islands","2007","2278229533.05096",""
"Faeroe Islands","2006","1970142377.91507",""
"Faeroe Islands","2005","1730891409.07567",""
"Faeroe Islands","2004","1683997930.26322",""
"Faeroe Islands","2003","1486861878.95624",""
"Faeroe Islands","2002","1268445919.41429",""
"Faeroe Islands","2001","1154899793.33878",""
"Faeroe Islands","2000","1062339943.83343",""
"Fiji","2014","4531870926.72071",""
"Fiji","2013","4196263712.39274",""
"Fiji","2012","3977652382.81468",""
"Fiji","2011","3774537140.30783",""
"Fiji","2010","3140508835.9485",""
"Fiji","2009","2870624635.68032",""
"Fiji","2008","3523185919.55826",""
"Fiji","2007","3405050611.68726",""
"Fiji","2006","3102741451.01664",""
"Fiji","2005","3006725014.78415",""
"Fiji","2004","2727507212.92556",""
"Fiji","2003","2315935752.71653",""
"Fiji","2002","1842691481.09196",""
"Fiji","2001","1660102345.60309",""
"Fiji","2000","1684109743.49338",""
"Finland","2014","272335981538.937",""
"Finland","2013","269980111642.898",""
"Finland","2012","256706466091.089",""
"Finland","2011","273657214345.288",""
"Finland","2010","247814569536.424",""
"Finland","2009","251499027507.641",""
"Finland","2008","283742493042.332",""
"Finland","2007","255384615384.615",""
"Finland","2006","216552502822.732",""
"Finland","2005","204436015420.968",""
"Finland","2004","196768065557.487",""
"Finland","2003","171071106094.808",""
"Finland","2002","139552983248.635",""
"Finland","2001","129250111856.823",""
"Finland","2000","125539893126.958",""
"France","2014","2829192039171.84",""
"France","2013","2808511203185.39",""
"France","2012","2681416108537.39",""
"France","2011","2862502085070.89",""
"France","2010","2646994701986.75",""
"France","2009","2693827452070.02",""
"France","2008","2923465651091.26",""
"France","2007","2663112510265.54",""
"France","2006","2325011918203.49",""
"France","2005","2203678646934.46",""
"France","2004","2124112242364.04",""
"France","2003","1848124153498.87",""
"France","2002","1500337850555.24",""
"France","2001","1382218344519.02",""
"France","2000","1368438363736.87",""
"French Polynesia","2000","3447543137.9415",""
"Gabon","2014","18179717776.1597",""
"Gabon","2013","17590716232.4913",""
"Gabon","2012","17171447372.3334",""
"Gabon","2011","18186478119.9582",""
"Gabon","2010","14358584300.3006",""
"Gabon","2009","12065138272.7538",""
"Gabon","2008","15508574820.3516",""
"Gabon","2007","12438956756.4455",""
"Gabon","2006","10154041929.6521",""
"Gabon","2005","9458884812.18106",""
"Gabon","2004","7756293574.98077",""
"Gabon","2003","6497305662.09274",""
"Gabon","2002","5310381151.35952",""
"Gabon","2001","5018874179.18704",""
"Gabon","2000","5067865320.7979",""
"Gambia, The","2014","850903179.260948",""
"Gambia, The","2013","903779657.124328",""
"Gambia, The","2012","912569686.7859",""
"Gambia, The","2011","904256643.415984",""
"Gambia, The","2010","952429030.415536",""
"Gambia, The","2009","900639747.939529",""
"Gambia, The","2008","965769128.170004",""
"Gambia, The","2007","798870894.208271",""
"Gambia, The","2006","655068695.952711",""
"Gambia, The","2005","624174723.713404",""
"Gambia, The","2004","578785278.7703",""
"Gambia, The","2003","487038821.611959",""
"Gambia, The","2002","578236035.104279",""
"Gambia, The","2001","687408804.630527",""
"Gambia, The","2000","782915402.421095",""
"Georgia","2014","16509305827.7171",""
"Georgia","2013","16140047072.2616",""
"Georgia","2012","15846474595.773",""
"Georgia","2011","14434619982.2117",""
"Georgia","2010","11638536890.5347",""
"Georgia","2009","10766809099.0721",""
"Georgia","2008","12795044472.7663",""
"Georgia","2007","10172869679.7366",""
"Georgia","2006","7745406200.85374",""
"Georgia","2005","6410941012.59189",""
"Georgia","2004","5125273880.74998",""
"Georgia","2003","3991374548.50512",""
"Georgia","2002","3395778673.79183",""
"Georgia","2001","3219487824.87911",""
"Georgia","2000","3057453482.55826",""
"Germany","2014","3868291231823.77",""
"Germany","2013","3745317149399.13",""
"Germany","2012","3539615377794.51",""
"Germany","2011","3757464553794.83",""
"Germany","2010","3417298013245.03",""
"Germany","2009","3418005001389.27",""
"Germany","2008","3752365607148.09",""
"Germany","2007","3439953462907.2",""
"Germany","2006","3002446368084.31",""
"Germany","2005","2861410272354.18",""
"Germany","2004","2819245095604.67",""
"Germany","2003","2505733634311.51",""
"Germany","2002","2079136081309.99",""
"Germany","2001","1950648769574.94",""
"Germany","2000","1949953934033.54",""
"Ghana","2014","38616536131.648",""
"Ghana","2013","47805069494.9082",""
"Ghana","2012","41939728978.7281",""
"Ghana","2011","39566292432.8615",""
"Ghana","2010","32174772955.9748",""
"Ghana","2009","25977847813.7422",""
"Ghana","2008","28526891010.4925",""
"Ghana","2007","24758819717.7074",""
"Ghana","2006","20409257610.4746",""
"Ghana","2005","10731634116.7384",""
"Ghana","2004","8881368538.07671",""
"Ghana","2003","7632406552.83803",""
"Ghana","2002","6166330136.2948",""
"Ghana","2001","5314909953.92992",""
"Ghana","2000","4983024408.14828",""
"Greece","2014","235574074998.314",""
"Greece","2013","239509850570.447",""
"Greece","2012","245670666639.047",""
"Greece","2011","287779921184.32",""
"Greece","2010","299379400264.901",""
"Greece","2009","330000252153.376",""
"Greece","2008","354460802548.704",""
"Greece","2007","318497936901.177",""
"Greece","2006","273317737046.795",""
"Greece","2005","247783001865.44",""
"Greece","2004","240521260988.329",""
"Greece","2003","201924270316.027",""
"Greece","2002","153830947016.751",""
"Greece","2001","136191353467.562",""
"Greece","2000","130133845771.144",""
"Greenland","2014","2441226080.03611",""
"Greenland","2013","2419043094.32119",""
"Greenland","2012","2356004770.79887",""
"Greenland","2011","2503747856.84595",""
"Greenland","2010","2287220565.1596",""
"Greenland","2009","2314737666.79517",""
"Greenland","2008","2301745558.05339",""
"Greenland","2007","2039990870.18161",""
"Greenland","2006","1811232804.76516",""
"Greenland","2005","1650283229.19637",""
"Greenland","2004","1617227233.70446",""
"Greenland","2003","1402452661.58715",""
"Greenland","2002","1169136691.35372",""
"Greenland","2001","1086170638.72901",""
"Greenland","2000","1068024993.98697",""
"Grenada","2014","911803777.777778",""
"Grenada","2013","842571333.333333",""
"Grenada","2012","799882148.148148",""
"Grenada","2011","778648666.666667",""
"Grenada","2010","771015888.888889",""
"Grenada","2009","771278111.111111",""
"Grenada","2008","825925925.925926",""
"Grenada","2007","758518518.518518",""
"Grenada","2006","698518518.518518",""
"Grenada","2005","695370296.296296",""
"Grenada","2004","599118592.592593",""
"Grenada","2003","591018407.407407",""
"Grenada","2002","540336925.925926",""
"Grenada","2001","520444185.185185",""
"Grenada","2000","520044370.37037",""
"Guatemala","2014","58722323918.1604",""
"Guatemala","2013","53851143340.8007",""
"Guatemala","2012","50388460920.182",""
"Guatemala","2011","47654783850.6388",""
"Guatemala","2010","41338008617.1119",""
"Guatemala","2009","37733609938.8925",""
"Guatemala","2008","39136436553.268",""
"Guatemala","2007","34113107084.9436",""
"Guatemala","2006","30231249362.2057",""
"Guatemala","2005","27211377220.0677",""
"Guatemala","2004","23965275999.6426",""
"Guatemala","2003","21917430474.1495",""
"Guatemala","2002","20776403844.4195",""
"Guatemala","2001","18702802398.9749",""
"Guatemala","2000","19290566570.0483",""
"Guinea","2014","6624068015.50039",""
"Guinea","2013","6231725484.55943",""
"Guinea","2012","5667229758.9878",""
"Guinea","2011","5067360009.39196",""
"Guinea","2010","4735956493.06479",""
"Guinea","2009","4609923756.18485",""
"Guinea","2008","4515824647.43939",""
"Guinea","2007","4134173275.1244",""
"Guinea","2006","2931625104.50109",""
"Guinea","2005","2937071767.25576",""
"Guinea","2004","3666349049.42641",""
"Guinea","2003","3446442218.89829",""
"Guinea","2002","2949637039.04424",""
"Guinea","2001","2833442750.43639",""
"Guinea","2000","2995360969.16199",""
"Guinea-Bissau","2014","1109009637.65258",""
"Guinea-Bissau","2013","1026663832.88803",""
"Guinea-Bissau","2012","995582730.590756",""
"Guinea-Bissau","2011","1105497903.79842",""
"Guinea-Bissau","2010","847491366.890874",""
"Guinea-Bissau","2009","825796952.682917",""
"Guinea-Bissau","2008","864107768.266587",""
"Guinea-Bissau","2007","695606313.874664",""
"Guinea-Bissau","2006","591829897.549245",""
"Guinea-Bissau","2005","586791836.059541",""
"Guinea-Bissau","2004","531109346.815739",""
"Guinea-Bissau","2003","476388249.278706",""
"Guinea-Bissau","2002","415843479.84486",""
"Guinea-Bissau","2001","392278164.416457",""
"Guinea-Bissau","2000","370173851.946119",""
"Guyana","2014","3077086275.94585",""
"Guyana","2013","2990006533.77749",""
"Guyana","2012","2851154075.95385",""
"Guyana","2011","2576602497.33479",""
"Guyana","2010","2259288396.24467",""
"Guyana","2009","2025565089.48272",""
"Guyana","2008","1922598121.23066",""
"Guyana","2007","1740334781.83731",""
"Guyana","2006","1458446872.26976",""
"Guyana","2005","824880550.343965",""
"Guyana","2004","785918769.587635",""
"Guyana","2003","741929342.788749",""
"Guyana","2002","722460886.371384",""
"Guyana","2001","696281471.678532",""
"Guyana","2000","712667896.727512",""
"Haiti","2014","8776370457.02069",""
"Haiti","2013","8452718010.07761",""
"Haiti","2012","7890216507.68913",""
"Haiti","2011","7516834160.25277",""
"Haiti","2010","6622541528.56888",""
"Haiti","2009","6584649419.28348",""
"Haiti","2008","6548530572.35291",""
"Haiti","2007","5885325589.97642",""
"Haiti","2006","4757289751.64421",""
"Haiti","2005","4310358095.62898",""
"Haiti","2004","3537720277.49988",""
"Haiti","2003","2960306120.93557",""
"Haiti","2002","3472191962.42287",""
"Haiti","2001","3596443004.56165",""
"Haiti","2000","3953846310.66081",""
"Heavily indebted poor countries (HIPC)","2014","631606458921.814",""
"Heavily indebted poor countries (HIPC)","2013","598256607149.748",""
"Heavily indebted poor countries (HIPC)","2012","551768364745.825",""
"Heavily indebted poor countries (HIPC)","2011","518092245145.103",""
"Heavily indebted poor countries (HIPC)","2010","463041658270.526",""
"Heavily indebted poor countries (HIPC)","2009","418406213174.036",""
"Heavily indebted poor countries (HIPC)","2008","414834540639.524",""
"Heavily indebted poor countries (HIPC)","2007","344282388553.108",""
"Heavily indebted poor countries (HIPC)","2006","289278609271.869",""
"Heavily indebted poor countries (HIPC)","2005","242142881352.012",""
"Heavily indebted poor countries (HIPC)","2004","209456861338.265",""
"Heavily indebted poor countries (HIPC)","2003","182328520247.768",""
"Heavily indebted poor countries (HIPC)","2002","160217734471.738",""
"Heavily indebted poor countries (HIPC)","2001","147407959037.693",""
"Heavily indebted poor countries (HIPC)","2000","155067104326.17",""
"High income","2014","49974206838027.3",""
"High income","2013","49063797981110.8",""
"High income","2012","48574243046868.2",""
"High income","2011","48550161152376.9",""
"High income","2010","45004571433225.8",""
"High income","2009","42921199491857.4",""
"High income","2008","45798551885188.3",""
"High income","2007","43122956068566.2",""
"High income","2006","39416035048981.3",""
"High income","2005","37325946280335.1",""
"High income","2004","35306410070972.9",""
"High income","2003","31713755106689.8",""
"High income","2002","28272290182357.6",""
"High income","2001","27106872095726.6",""
"High income","2000","27352381849618.6",""
"Honduras","2014","19380958759.0497",""
"Honduras","2013","18496438641.4768",""
"Honduras","2012","18528601901.324",""
"Honduras","2011","17710315005.9999",""
"Honduras","2010","15839344591.9842",""
"Honduras","2009","14587496229.1811",""
"Honduras","2008","13789715132.502",""
"Honduras","2007","12275501784.2971",""
"Honduras","2006","10841742347.7968",""
"Honduras","2005","9672035709.39793",""
"Honduras","2004","8772194250.27021",""
"Honduras","2003","8140271080.5604",""
"Honduras","2002","7776435881.9988",""
"Honduras","2001","7566498402.55591",""
"Honduras","2000","7105542971.35243",""
"Hong Kong SAR, China","2014","291229801008.499",""
"Hong Kong SAR, China","2013","275742650850.954",""
"Hong Kong SAR, China","2012","262629441493.476",""
"Hong Kong SAR, China","2011","248513617677.287",""
"Hong Kong SAR, China","2010","228637697575.04",""
"Hong Kong SAR, China","2009","214046415026.187",""
"Hong Kong SAR, China","2008","219279678430.164",""
"Hong Kong SAR, China","2007","211597405593.868",""
"Hong Kong SAR, China","2006","193536265094.364",""
"Hong Kong SAR, China","2005","181570082162.19",""
"Hong Kong SAR, China","2004","169099768875.193",""
"Hong Kong SAR, China","2003","161384522525.299",""
"Hong Kong SAR, China","2002","166349228737.386",""
"Hong Kong SAR, China","2001","169403241524.337",""
"Hong Kong SAR, China","2000","171668164082.555",""
"Hungary","2014","138346650088.972",""
"Hungary","2013","134401774737.924",""
"Hungary","2012","127176184359.093",""
"Hungary","2011","139930994006.615",""
"Hungary","2010","130093753005.675",""
"Hungary","2009","129774040645.107",""
"Hungary","2008","157094861350.053",""
"Hungary","2007","139079807957.27",""
"Hungary","2006","114733732591.853",""
"Hungary","2005","112530908271.016",""
"Hungary","2004","103641111184.547",""
"Hungary","2003","84998508738.2588",""
"Hungary","2002","67516529106.7011",""
"Hungary","2001","53656435272.045",""
"Hungary","2000","47169872903.4599",""
"Iceland","2014","17036097481.8066",""
"Iceland","2013","15376604281.4504",""
"Iceland","2012","14194519025.2641",""
"Iceland","2011","14665358676.7166",""
"Iceland","2010","13236887873.0516",""
"Iceland","2009","12855269883.7902",""
"Iceland","2008","17530651669.9091",""
"Iceland","2007","21293841230.1928",""
"Iceland","2006","17041293815.902",""
"Iceland","2005","16749309720.1251",""
"Iceland","2004","13704440838.4467",""
"Iceland","2003","11297018602.7715",""
"Iceland","2002","9161798221.06725",""
"Iceland","2001","8126161154.36964",""
"Iceland","2000","8924735422.81469",""
"India","2014","2042438591343.98",""
"India","2013","1863208343557.81",""
"India","2012","1824960308640.71",""
"India","2011","1815865716201.58",""
"India","2010","1708458876829.92",""
"India","2009","1365371474048.19",""
"India","2008","1224097069459.66",""
"India","2007","1238699170079.01",""
"India","2006","949116769619.216",""
"India","2005","834214699568.14",""
"India","2004","721584805204.777",""
"India","2003","618356467437.027",""
"India","2002","523968381476.715",""
"India","2001","493954161367.563",""
"India","2000","476609148165.173",""
"Indonesia","2014","890487074595.966",""
"Indonesia","2013","912524136718.019",""
"Indonesia","2012","917869913364.916",""
"Indonesia","2011","892969104529.574",""
"Indonesia","2010","755094157594.527",""
"Indonesia","2009","539580085612.401",""
"Indonesia","2008","510228634992.258",""
"Indonesia","2007","432216737774.861",""
"Indonesia","2006","364570515631.492",""
"Indonesia","2005","285868619205.805",""
"Indonesia","2004","256836883304.41",""
"Indonesia","2003","234772458818.096",""
"Indonesia","2002","195660611033.849",""
"Indonesia","2001","160446947638.235",""
"Indonesia","2000","165021012261.411",""
"Iran, Islamic Rep.","2014","425326068422.881",""
"Iran, Islamic Rep.","2013","511620875086.78",""
"Iran, Islamic Rep.","2012","587209369682.67",""
"Iran, Islamic Rep.","2011","592037800186.865",""
"Iran, Islamic Rep.","2010","467790215915.476",""
"Iran, Islamic Rep.","2009","398978104575.331",""
"Iran, Islamic Rep.","2008","397189565318.895",""
"Iran, Islamic Rep.","2007","337474485087.271",""
"Iran, Islamic Rep.","2006","258645743978.386",""
"Iran, Islamic Rep.","2005","219845971945.264",""
"Iran, Islamic Rep.","2004","183697185041.72",""
"Iran, Islamic Rep.","2003","153544751395.43",""
"Iran, Islamic Rep.","2002","128626917503.72",""
"Iran, Islamic Rep.","2001","126878750295.944",""
"Iran, Islamic Rep.","2000","109591707802.216",""
"Iraq","2014","223508094682.676",""
"Iraq","2013","232497236277.873",""
"Iraq","2012","218000986222.639",""
"Iraq","2011","185749664444.444",""
"Iraq","2010","138516722649.573",""
"Iraq","2009","111660855042.735",""
"Iraq","2008","131613661510.475",""
"Iraq","2007","88840050497.0957",""
"Iraq","2006","65140293687.5395",""
"Iraq","2005","49954890353.2609",""
"Iraq","2004","36627901762.063",""
"Ireland","2014","250813607686.108",""
"Ireland","2013","238259956626.791",""
